Date,Open,High,Low,Close,Adj Close,Volume,ticker,sector,GDP,T10YIE,VIXCLS,returns,log_returns,volume_ratio,is_monday,is_friday,return_1d,direction_1d,return_5d,volatility_regime,gdp_growth,economic_regime,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,SMA_short,SMA_long,OBV
2015-10-16,47.02000045776367,47.540000915527344,46.900001525878906,47.5099983215332,41.46713638305664,26450300,MSFT,Technology,18435.137,1.48,15.05,0.010636244581840204,0.01058007765155707,0.9377919486953848,0,1,0.002315102506715183,1,0.1128178723779274,Medium,0.0,1.0,66.6670974483397,0.7360962050539968,0.5795402243157841,0.15655598073821264,42.402482319242274,39.74464492797851,37.08680753671475,39.097273635864255,38.7619571685791,-377884100.0
2015-10-19,47.41999816894531,47.880001068115234,47.02000045776367,47.619998931884766,41.56313705444336,29387600,MSFT,Technology,18435.137,1.45,14.98,0.002315102506715183,0.0023124267858232366,1.03603722705734,1,0,0.003150008255681458,1,0.13922731777912167,Low,0.0,1.0,67.30218313888089,0.7594778852044328,0.6155277564935139,0.14395012871091895,42.60366750721125,39.89782199859619,37.19197648998114,39.11798011779785,38.76977935791015,-348496500.0
2015-10-20,47.439998626708984,47.810001373291016,47.02000045776367,47.77000045776367,41.694061279296875,30802200,MSFT,Technology,18435.137,1.48,15.75,0.003150008255681458,0.0031450573738305504,1.080733253208066,0,0,-0.011932187895019264,0,0.12392706650632279,Medium,0.0,1.0,68.19224987399674,0.7795859444535722,0.6483393940855255,0.13124655036804667,42.77827074671065,40.06670989990234,37.35514905309403,39.1310733795166,38.78009525299072,-317694300.0
2015-10-21,47.91999816894531,47.9900016784668,47.11000061035156,47.20000076293945,41.19655990600586,25144300,MSFT,Technology,18435.137,1.45,16.7,-0.011932187895019264,-0.012003947855807271,0.8700100618798692,0,0,0.01758490794561296,1,0.1436441419922958,Medium,0.0,1.0,61.357389555411416,0.7467692323839188,0.6680253617452042,0.07874387063871457,42.837321178063604,40.21203212738037,37.58674307669713,39.15017127990723,38.79083196640015,-342838600.0
2015-10-22,47.529998779296875,48.95000076293945,47.09000015258789,48.029998779296875,41.920997619628906,56637100,MSFT,Technology,18435.137,1.47,14.45,0.01758490794561296,0.017432082465450707,1.8668862392001249,0,0,0.1007698552906462,1,0.11097210769201937,Low,0.0,1.0,66.6061062913124,0.7703378455826453,0.6884878585126925,0.08184998706995283,42.96763883413296,40.391830635070804,37.816022436008645,39.178034973144534,38.80271030426025,-286201500.0
2015-10-23,52.29999923706055,54.06999969482422,52.25,52.869998931884766,46.14537048339844,135227100,MSFT,Technology,18435.137,1.51,14.46,0.1007698552906462,0.09600980345665491,3.7953306580491755,0,1,0.026102091044093667,1,-0.004349852505618923,Low,0.0,1.0,81.97815601142726,1.1170115134825522,0.7741925895066644,0.34281892397588787,44.21885044642244,40.78153896331787,37.344227480213306,39.29055953979492,38.82989368438721,-150974400.0
2015-10-26,52.529998779296875,54.31999969482422,52.5,54.25,47.34986114501953,64633300,MSFT,Technology,18435.137,1.48,15.29,0.026102091044093667,0.02576724574000073,1.7244359684089214,1,0,-0.010322673579707953,0,-0.01861746909280515,Medium,0.0,1.0,84.21004004376654,1.4719771862572983,0.9137495088567912,0.5582276774005072,45.47070587191126,41.25983810424805,37.04897033658484,39.42249168395996,38.86481035232544,-86341100.0
2015-10-27,53.9900016784668,54.369998931884766,53.58000183105469,53.689998626708984,46.861083984375,50999900,MSFT,Technology,18435.137,1.48,15.43,-0.010322673579707953,-0.010376321889972224,1.3283766554275362,0,0,0.005401505915818783,1,0.008567729091448983,Medium,0.0,1.0,79.88651456151555,1.6943187554025414,1.0698633581659414,0.6244553972366,46.28623356344508,41.70715217590332,37.128070788361555,39.53909896850586,38.89980653762817,-137341000.0
2015-10-28,53.540000915527344,53.97999954223633,52.86000061035156,53.97999954223633,47.11420440673828,47000800,MSFT,Technology,18435.137,1.47,14.33,0.005401505915818783,0.005386970102766087,1.2053111258965792,0,0,-0.011485821134435525,0,0.007780445911351075,Low,0.0,1.0,80.4464033451169,1.8694014571675055,1.2297709779662542,0.6396304792012513,47.050925100322026,42.13133716583252,37.21174923134301,39.65622978210449,38.93709478378296,-90340200.0
2015-10-29,53.540000915527344,53.83000183105469,53.220001220703125,53.36000061035156,46.57305908203125,30202100,MSFT,Technology,18435.137,1.52,14.61,-0.011485821134435525,-0.011552292654848452,0.7729866601248901,0,0,-0.0134930830492771,0,0.01911556274596915,Low,0.0,1.0,75.60117357897843,1.9421025057854564,1.3722372835300947,0.5698652222553617,47.56520310752953,42.51319046020508,37.461177812880635,39.774058685302734,38.97338813781738,-120542300.0
