Date,Open,High,Low,Close,Adj Close,Volume,ticker,sector,GDP,T10YIE,VIXCLS,returns,log_returns,volume_ratio,return_1d,direction_1d,return_5d,volatility_regime,gdp_growth,economic_regime,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,SMA_short,SMA_long,OBV
2015-01-30,17416.849609375,17419.900390625,17156.8203125,17164.94921875,17164.94921875,168560000,^DJI,Index,18063.529,1.65,20.97,-0.014463028404942402,-0.014568637522218885,1.5512179858829593,0.011423852249781374,1,0.038411989184901074,Medium,0.0,1.0,37.65634543679954,,,,17937.851490467325,17542.2548828125,17146.658275157675,,,-275880000.0
2015-02-02,17169.990234375,17367.6796875,17037.759765625,17361.0390625,17361.0390625,108090000,^DJI,Index,18063.529,1.65,19.43,0.011423852249781374,0.011359092784694024,0.980372594191594,0.01758888549387483,1,0.02120678800817033,Medium,0.0,1.0,44.22643333780406,,,,17898.040669502036,17518.65732421875,17139.273978935467,,,-167790000.0
2015-02-03,17369.970703125,17670.759765625,17369.970703125,17666.400390625,17666.400390625,112860000,^DJI,Index,18063.529,1.7,17.33,0.01758888549387483,0.017435991269971182,1.0251705438327172,0.00037467398443613575,1,0.011454476889779075,Medium,0.0,1.0,52.60312041953485,,,,17911.560981593568,17526.89482421875,17142.228666843934,,,-54930000.0
2015-02-04,17664.990234375,17782.220703125,17603.2109375,17673.01953125,17673.01953125,102560000,^DJI,Index,18063.529,1.71,18.33,0.00037467398443613575,0.00037460381166622283,0.9313180202227499,0.011987839868019101,1,0.010701119489829658,Medium,0.0,1.0,52.76871491329543,,,,17924.729328201523,17541.96376953125,17159.198210860974,,,47630000.0
2015-02-05,17677.259765625,17889.580078125,17677.259765625,17884.880859375,17884.880859375,79890000,^DJI,Index,18063.529,1.7,16.85,0.011987839868019101,0.011916554852389221,0.7291462262644147,-0.0033878781386031953,0,0.004892400496709692,Medium,0.0,1.0,57.8453546756646,,,,17967.790223339856,17556.9818359375,17146.17344853514,,,127520000.0
2015-02-06,17881.5390625,17951.08984375,17764.400390625,17824.2890625,17824.2890625,93610000,^DJI,Index,18063.529,1.71,17.29,-0.0033878781386031953,-0.003393629992471844,0.8627450980392157,-0.005334188907429205,0,0.010943524658460602,Medium,0.0,1.0,55.99174861711375,,,,17950.74745810612,17552.80283203125,17154.85820595638,,,33910000.0
2015-02-09,17821.490234375,17821.490234375,17685.3203125,17729.2109375,17729.2109375,81590000,^DJI,Index,18063.529,1.71,18.55,-0.005334188907429205,-0.005348466488589749,0.7560755241515117,0.00787112458737993,1,0.01795732149317497,Medium,0.0,1.0,53.115529758844325,48.93272867223641,,,17949.597992533465,17552.394921875,17155.191851216532,,,-47680000.0
2015-02-10,17736.150390625,17890.33984375,17729.240234375,17868.759765625,17868.759765625,89930000,^DJI,Index,18063.529,1.7,17.23,0.00787112458737993,0.007840308883452551,0.8343538929711274,-0.0003704308923405675,0,0.009015166461630697,Medium,0.0,1.0,56.63642607370459,64.73431845080268,,,17982.961105916005,17563.79091796875,17144.620730021492,,,42250000.0
2015-02-11,17867.859375,17897.2109375,17759.650390625,17862.140625,17862.140625,89890000,^DJI,Index,18063.529,1.68,16.96,-0.0003704308923405675,-0.00037049951881166745,0.8376626704749303,0.006171725813238105,1,0.006921281656296463,Medium,0.0,1.0,56.41999611722525,75.84874573798879,,,18014.838006320235,17576.21396484375,17137.589923367268,,,-47640000.0
2015-02-12,17862.140625,17975.650390625,17862.140625,17972.380859375,17972.380859375,117160000,^DJI,Index,18063.529,1.66,15.34,0.006171725813238105,0.006152758713302946,1.0877406356913735,0.0026133849692762112,1,0.009350936587922076,Medium,0.0,1.0,59.21537818462367,92.48634996455439,,,18068.623297182377,17603.478515625,17138.333734067623,,,69520000.0
2015-02-13,17968.650390625,18037.41015625,17961.759765625,18019.349609375,18019.349609375,85230000,^DJI,Index,18063.529,1.68,14.69,0.0026133849692762112,0.00260997601675591,0.794722364679006,0.0015666752331233713,1,0.005410308168074973,Low,0.0,1.0,60.381399783448664,108.21432934474433,,,18118.07383175623,17638.41044921875,17158.74706668127,,,154750000.0
2015-02-17,18019.80078125,18052.009765625,17951.41015625,18047.580078125,18047.580078125,98760000,^DJI,Index,18063.529,1.71,15.8,0.0015666752331233713,0.0015654492777625662,0.9391492882206943,-0.0009824291496836057,0,0.008954628504232787,Medium,0.0,1.0,61.101245820994436,121.55561178683274,,,18172.626121393954,17665.2109375,17157.795753606046,,,253510000.0
2015-02-18,18045.720703125,18048.69921875,17982.19921875,18029.849609375,18029.849609375,75090000,^DJI,Index,18063.529,1.71,15.45,-0.0009824291496836057,-0.0009829120495031594,0.7295001141513696,-0.00244483892434022,0,0.010799907228496775,Medium,0.0,1.0,60.35946992009866,129.20853799602992,,,18217.169301885922,17690.94189453125,17164.714487176578,,,178420000.0
2015-02-19,18028.669921875,18028.669921875,17924.599609375,17985.76953125,17985.76953125,79130000,^DJI,Index,18063.529,1.74,15.29,-0.00244483892434022,-0.002447832423100076,0.7749220230429865,0.008599572100947084,1,0.012712850024444222,Medium,0.0,1.0,58.45933963055074,130.21559887364856,,,18249.827098478076,17712.51640625,17175.205714021926,,,99290000.0
2015-02-20,17985.76953125,18144.2890625,17878.369140625,18140.439453125,18140.439453125,111390000,^DJI,Index,18063.529,1.75,14.3,0.008599572100947084,0.008562806409899251,1.091160220994475,-0.0013009392322596014,0,-0.00042668395079403787,Low,0.0,1.0,62.875517584250595,141.85900958119964,101.4505811564486,40.40842842475104,18296.467456351165,17728.83935546875,17161.211254586335,,,210680000.0
2015-02-23,18140.759765625,18141.2109375,18054.83984375,18116.83984375,18116.83984375,83670000,^DJI,Index,18063.529,1.72,14.56,-0.0013009392322596014,-0.0013017861883412372,0.82505028990652,0.005097445811271584,1,0.009482394120973847,Low,0.0,1.0,61.796030672928005,147.48212309616065,110.65688954439102,36.82523355176963,18342.40951672648,17751.0513671875,17159.693217648524,,,127010000.0
2015-02-24,18112.5703125,18231.08984375,18098.73046875,18209.189453125,18209.189453125,79310000,^DJI,Index,18063.529,1.72,13.69,0.005097445811271584,0.005084497816864925,0.7851192626947083,0.000844675674037676,1,-0.0003196360010961907,Low,0.0,1.0,64.37366821024732,157.57390881333777,120.04029339818038,37.533615415157385,18400.328957276066,17777.57587890625,17154.822800536433,,,206320000.0
2015-02-25,18208.669921875,18244.380859375,18182.759765625,18224.5703125,18224.5703125,80480000,^DJI,Index,18063.529,1.72,13.84,0.000844675674037676,0.0008443191362988977,0.8191890557645035,-0.0005569618625267392,0,-0.0070053734977462145,Low,0.0,1.0,64.79964954432808,164.91182761525124,129.01460024159456,35.897227373656676,18444.17862068159,17819.44384765625,17194.70907463091,,,286800000.0
2015-02-26,18224.41015625,18239.4296875,18157.0703125,18214.419921875,18214.419921875,81500000,^DJI,Index,18063.529,1.79,13.91,-0.0005569618625267392,-0.0005571170234000279,0.8443889576717658,-0.004486593779846726,0,-0.004320709585457827,Low,0.0,1.0,64.25363526242282,167.97185446016738,136.80605108530912,31.165803374858257,18446.906077714342,17870.59638671875,17294.286695723156,,,205300000.0
2015-02-27,18213.259765625,18213.259765625,18132.380859375,18132.69921875,18132.69921875,101110000,^DJI,Index,18063.529,1.83,13.34,-0.004486593779846726,-0.004496688747715802,1.0533334027846506,0.008599472077701398,1,-0.015216704283589899,Low,0.0,1.0,59.87901823769757,161.9360717735908,141.83205522296547,20.104016550625346,18453.7194844791,17906.3888671875,17359.058249895897,,,104190000.0
2015-03-02,18134.05078125,18288.630859375,18122.58984375,18288.630859375,18288.630859375,89790000,^DJI,Index,18063.529,1.83,13.04,0.008599472077701398,0.008562707239471844,0.9754269326033111,-0.004662006653510242,0,-0.01601596962081231,Low,0.0,1.0,64.80318286367358,167.8007481599052,147.0257938103534,20.77495434955179,18416.686853424842,17962.57294921875,17508.459045012656,,,193980000.0
2015-03-03,18281.94921875,18281.94921875,18136.880859375,18203.369140625,18203.369140625,83830000,^DJI,Index,18063.529,1.86,13.86,-0.004662006653510242,-0.004672907700225895,0.9228415108048306,-0.005848848593768885,0,-0.02968844301980933,Low,0.0,1.0,60.435438537010185,163.6818162185882,150.35699829200038,13.324817926587826,18376.646703589515,18004.689453125,17632.732202660485,,,110150000.0
2015-03-04,18203.369140625,18203.369140625,18029.5,18096.900390625,18096.900390625,80900000,^DJI,Index,18063.529,1.87,14.23,-0.005848848593768885,-0.005866020097124125,0.9065339922233054,0.0021451359990969365,1,-0.02550214432655451,Low,0.0,1.0,55.412886976315434,150.0961793276001,150.30483449912035,-0.20865517152023472,18365.790022197078,18026.214453125,17686.638884052925,,,29250000.0
2015-03-05,18096.900390625,18160.349609375,18087.650390625,18135.720703125,18135.720703125,75840000,^DJI,Index,18063.529,1.84,14.04,0.0021451359990969365,0.002142838479943644,0.8627495591832092,-0.015380773161219663,0,-0.013261121735214987,Low,0.0,1.0,56.82190880249928,140.83844111582948,148.41155582246216,-7.57311470663268,18350.380467861527,18049.34951171875,17748.31855557597,,,105090000.0
2015-03-06,18135.720703125,18135.720703125,17825.150390625,17856.779296875,17856.779296875,113350000,^DJI,Index,18063.529,1.83,15.2,-0.015380773161219663,-0.015500284285442765,1.2653776596932282,0.007780877163795941,1,-0.00601837253030324,Medium,0.0,1.0,45.657016494769906,109.72849482608581,140.6749436231869,-30.946448797101084,18352.27716201172,18047.94443359375,17743.611705175783,,,-8260000.0
2015-03-09,17856.560546875,18031.0390625,17856.560546875,17995.720703125,17995.720703125,85820000,^DJI,Index,18063.529,1.76,15.06,0.007780877163795941,0.007750762251825775,0.962231677850844,-0.01849224354444512,0,-0.0010169518382679987,Medium,0.0,1.0,50.83864152930637,95.1877830483536,131.57751150822025,-36.38972845986666,18344.37994200906,18056.516015625,17768.652089240935,,,77560000.0
2015-03-10,17989.560546875,17989.560546875,17662.939453125,17662.939453125,17662.939453125,120450000,^DJI,Index,18063.529,1.73,16.69,-0.01849224354444512,-0.018665362642180904,1.3217164207765701,-0.0015596966857136518,0,0.01053848514252076,Medium,0.0,1.0,40.80334678552499,56.16407401396282,116.49482400936877,-60.33074999540595,18357.13746784022,18053.20244140625,17749.26741497228,,,-42890000.0
2015-03-11,17662.939453125,17731.779296875,17627.0,17635.390625,17635.390625,102120000,^DJI,Index,18063.529,1.72,16.87,-0.0015596966857136518,-0.0015609142788046621,1.1131337133887793,0.014733446150983598,1,0.024995126986306904,Medium,0.0,1.0,40.09770438407129,22.75226926178948,97.74631305985291,-74.99404379806343,18387.859570191766,18041.533984375,17695.208398558236,,,-145010000.0
2015-03-12,17626.83984375,17900.099609375,17620.490234375,17895.220703125,17895.220703125,111550000,^DJI,Index,18063.529,1.71,15.42,0.014733446150983598,0.014625963374917623,1.2017366198396966,-0.008153582382167568,0,0.003565677943209611,Medium,0.0,1.0,49.04771456714121,17.04282995581889,81.60561643904612,-64.56278648322723,18386.372469649647,18043.18798828125,17700.003506912853,,,-33460000.0
2015-03-13,17889.05078125,17889.05078125,17629.890625,17749.310546875,17749.310546875,113620000,^DJI,Index,18063.529,1.69,16.0,-0.008153582382167568,-0.008187004633030334,1.2263753818256393,0.012851731586845272,1,0.021315748730116768,Medium,0.0,1.0,44.98317847371273,0.7358456140391354,65.43166227404473,-64.69581666000559,18397.476731873237,18032.03447265625,17666.592213439264,,,-147080000.0
2015-03-16,17751.240234375,17988.5,17751.240234375,17977.419921875,17977.419921875,101760000,^DJI,Index,18063.529,1.65,15.61,0.012851731586845272,0.012769848894467683,1.088650794075326,-0.0071389467625349035,0,0.00771073609157491,Medium,0.0,1.0,51.71927479981849,6.1480918349916465,53.57494818623412,-47.42685635124247,18396.12760107057,18029.93798828125,17663.74837549193,17786.1065625,,-45320000.0
2015-03-17,17972.220703125,17972.220703125,17785.7890625,17849.080078125,17849.080078125,82560000,^DJI,Index,18063.529,1.64,15.66,-0.0071389467625349035,-0.007164550973813688,0.8909656984681131,0.012723870026127182,1,0.009079490156672865,Medium,0.0,1.0,48.14745773253889,0.08045570514150313,42.87604969001559,-42.79559398487409,18394.419823263193,18020.01298828125,17645.606153299308,17786.428359375,,-127880000.0
2015-03-18,17846.80078125,18097.119140625,17697.51953125,18076.189453125,18076.189453125,130950000,^DJI,Index,18063.529,1.7,13.97,0.012723870026127182,0.01264360175682829,1.3718290530241524,-0.006481463173077406,0,-0.019785718198653268,Low,0.0,1.0,54.178155793344764,13.44268003981415,36.9893757599753,-23.546695720161154,18397.524345415197,18022.32998046875,17647.1356155223,17797.919140625,,3070000.0
2015-03-19,18072.580078125,18072.990234375,17934.240234375,17959.029296875,17959.029296875,107820000,^DJI,Index,18063.529,1.79,14.07,-0.006481463173077406,-0.006502559059723272,1.1127968541969842,0.009389209793167375,1,-0.015635523695808007,Low,0.0,1.0,50.8899490864523,14.412356953991548,32.47397199877855,-18.061615044787004,18396.888862722648,18020.99296875,17645.097074777354,17809.6669140625,,-104750000.0
2015-03-20,17961.130859375,18197.2890625,17961.130859375,18127.650390625,18127.650390625,333870000,^DJI,Index,18063.529,1.76,13.02,0.009389209793167375,0.009345405143457093,3.0909595889459798,-0.0006405313360966503,0,-0.022892665372100218,Low,0.0,1.0,55.11251830351581,28.459087291834294,31.670995057389703,-3.2119077655554094,18395.47717004657,18020.353515625,17645.22986120343,17820.52953125,,229120000.0
2015-03-23,18136.73046875,18205.9296875,18116.0390625,18116.0390625,18116.0390625,98030000,^DJI,Index,18063.529,1.75,13.41,-0.0006405313360966503,-0.0006407365639341645,0.9015662218461736,-0.005790362735369592,0,-0.0077129727498896905,Low,0.0,1.0,54.7633370044848,38.21378047200051,32.97955214031187,5.234228331688641,18395.396097017292,18020.3134765625,17645.230856107708,17824.6929296875,,131090000.0
2015-03-24,18110.869140625,18149.240234375,18010.439453125,18011.140625,18011.140625,87190000,^DJI,Index,18063.529,1.77,13.62,-0.005790362735369592,-0.005807191881692202,0.7989773383305689,-0.01624558758337935,0,-0.013048673000131017,Low,0.0,1.0,51.58364846846455,37.0528951519409,33.79422074263768,3.258674409303225,18375.344919744522,18010.41103515625,17645.477150567975,17830.168359375,,43900000.0
2015-03-25,18012.609375,18041.970703125,17718.5390625,17718.5390625,17718.5390625,106560000,^DJI,Index,18063.529,1.81,15.44,-0.01624558758337935,-0.016378993957792007,0.9649464371417447,-0.0022749388991843977,0,-0.0011490436614545185,Medium,0.0,1.0,43.92279807961309,12.379679215689976,29.51131243724814,-17.131633221558165,18357.239926033682,17985.10947265625,17612.97901927882,17831.72234375,,-62660000.0
2015-03-26,17716.26953125,17759.509765625,17579.26953125,17678.23046875,17678.23046875,117740000,^DJI,Index,18063.529,1.8,15.8,-0.0022749388991843977,-0.0022775305039229045,1.048974100834796,0.00194757544092794,1,0.00480872595112225,Medium,0.0,1.0,42.97591630044744,-10.30776729237914,21.547496491322686,-31.855263783701826,18337.673656462837,17958.3,17578.92634353716,17833.013359375,,-180400000.0
2015-03-27,17673.630859375,17729.140625,17630.490234375,17712.66015625,17712.66015625,103220000,^DJI,Index,18063.529,1.76,15.07,0.00194757544092794,0.0019456813747047474,0.918748358901098,0.01488485570768261,1,0.009495437254559036,Medium,0.0,1.0,44.08472429462445,-25.218837009044364,12.194229791249276,-37.41306680029364,18322.193892715284,17937.298046875,17552.402201034714,17838.724765625,,-77180000.0
2015-03-30,17727.48046875,18008.640625,17727.48046875,17976.310546875,17976.310546875,104040000,^DJI,Index,18063.529,1.73,14.51,0.01488485570768261,0.014775163406116818,0.9202112134157667,-0.011136401194671297,0,-0.005612421121504174,Low,0.0,1.0,51.81185507046244,-15.58196489094189,6.638990854811043,-22.22095574575293,18272.091532223538,17921.68203125,17571.27253027646,17851.8367578125,,26860000.0
2015-03-31,17965.369140625,17965.369140625,17773.01953125,17776.119140625,17776.119140625,119470000,^DJI,Index,18063.529,1.76,15.29,-0.011136401194671297,-0.011198875166954161,1.0402897869264998,-0.004384503305160714,0,0.007110136020136659,Medium,0.0,1.0,46.55141178309569,-23.823821537545882,0.5464283763396578,-24.37024991388554,18230.96976677893,17900.31953125,17569.66929572107,17857.127734375,,-92610000.0
2015-04-01,17778.51953125,17778.51953125,17585.009765625,17698.1796875,17698.1796875,103360000,^DJI,Index,18279.784,1.8,15.11,-0.004384503305160714,-0.004394143428197801,0.8912957246089371,0.003676115172508432,1,0.014721897158385344,Medium,216.25500000000102,1.0,44.65069238998411,-36.22701236138164,-6.808259771204602,-29.418752590177036,18209.295479299082,17880.38349609375,17551.471512888416,17860.78671875,,-195970000.0
2015-04-02,17699.51953125,17815.029296875,17673.490234375,17763.240234375,17763.240234375,87370000,^DJI,Index,18279.784,1.81,14.67,0.003676115172508432,0.0036693747750619634,0.7496835918227256,0.006620941531399582,1,0.01657412456091567,Low,0.0,1.0,46.610380744090165,-40.34175342864546,-13.514958502692775,-26.826794925952687,18172.405197871292,17861.75947265625,17551.113747441206,17864.9659375,,-108600000.0
2015-04-06,17755.5,17941.7890625,17646.80078125,17880.849609375,17880.849609375,100850000,^DJI,Index,18279.784,1.85,14.74,0.006620941531399582,0.006599119367242032,0.870015312614575,-0.0003036593684649924,0,0.005379467711342345,Low,0.0,1.0,50.053030773002746,-33.72387388386778,-17.556741578927777,-16.167132304940004,18173.70870269863,17862.96298828125,17552.217273863873,17866.3033203125,,-7750000.0
2015-04-07,17884.3203125,17983.119140625,17871.2109375,17875.419921875,17875.419921875,72150000,^DJI,Index,18279.784,1.85,14.78,-0.0003036593684649924,-0.00030370548230652364,0.6261172917715258,0.0015154801324051004,1,0.009022406051431231,Low,0.0,1.0,49.893077209993706,-28.587745335862564,-19.762942330314736,-8.824803005547828,18161.78280470263,17856.94794921875,17552.113093734868,17870.3597265625,,-79900000.0
2015-04-08,17877.619140625,17976.19921875,17822.23046875,17902.509765625,17902.509765625,76820000,^DJI,Index,18279.784,1.84,13.98,0.0015154801324051004,0.0015143329512631411,0.6795073085513368,0.003140381089636435,1,0.011735762869316657,Low,0.0,1.0,50.73890882706778,-22.076913549408346,-20.225736574133457,-1.851176975274889,18160.881369380564,17868.92646484375,17576.971560306934,17874.8359375,,-3080000.0
2015-04-09,17902.509765625,17984.220703125,17823.099609375,17958.73046875,17958.73046875,86740000,^DJI,Index,18279.784,1.84,13.09,0.003140381089636435,0.003135460392161074,0.7725088726304399,0.005508180104775828,1,0.008187608960213755,Low,0.0,1.0,52.52984969010127,-12.239403341511206,-18.62846992760901,6.389066586097805,18158.76722972924,17885.09345703125,17611.419684333257,17886.266328125,,83660000.0
2015-04-10,17956.73046875,18066.759765625,17945.55078125,18057.650390625,18057.650390625,116410000,^DJI,Index,18279.784,1.82,12.58,0.005508180104775828,0.005493065557772032,1.0345118705371623,-0.0044641094705683,0,-0.012811722697605776,Low,0.0,1.0,55.58925787235594,3.498575954890839,-14.203060751109042,17.70163670599988,18177.060263144172,17893.21494140625,17609.36961966833,17903.591953125,,200070000.0
2015-04-13,18052.3203125,18107.5703125,17974.810546875,17977.0390625,17977.0390625,120090000,^DJI,Index,18279.784,1.8,13.94,-0.0044641094705683,-0.004474103360888779,1.0641559592379264,0.0033186864668082183,1,0.0032202536134418036,Low,0.0,1.0,52.613413005596506,9.358498505291209,-9.490748899828992,18.849247405120202,18182.653818366343,17904.6013671875,17626.548916008658,17914.7957421875,,79980000.0
2015-04-14,17979.109375,18075.599609375,17905.48046875,18036.69921875,18036.69921875,82830000,^DJI,Index,18279.784,1.8,13.67,0.0033186864668082183,0.0033131917802808404,0.7401913255617564,0.004208650115487211,1,-0.004829562989521197,Low,0.0,1.0,54.552521879115076,18.602171104550507,-3.872164898953092,22.4743360035036,18189.89047322897,17907.56533203125,17625.240190833527,17932.2307421875,,162810000.0
2015-04-15,18045.7109375,18160.51953125,18045.7109375,18112.609375,18112.609375,113610000,^DJI,Index,18279.784,1.84,12.84,0.004208650115487211,0.004199818518320342,1.0013573543928924,-0.000377628844546285,0,-0.004104314414940524,Low,0.0,1.0,56.965554313524336,31.687885222436307,3.2398451253247877,28.44804009711152,18215.254131719736,17920.741796875,17626.229462030267,17947.2621484375,,276420000.0
2015-04-16,18106.26953125,18169.259765625,18063.859375,18105.76953125,18105.76953125,89520000,^DJI,Index,18279.784,1.85,12.6,-0.000377628844546285,-0.000377700164273891,0.8037024900232976,-0.01543534228233967,0,-0.0026002804268407953,Low,0.0,1.0,56.673566388368144,41.0334812809233,10.79857235644449,30.23490892447881,18220.118473307146,17922.22080078125,17624.323128255357,17956.04953125,,186900000.0
2015-04-17,18102.560546875,18102.560546875,17748.529296875,17826.30078125,17826.30078125,138860000,^DJI,Index,18279.784,1.89,13.89,-0.01543534228233967,-0.01555570736864179,1.2295404939944128,0.011703432406427128,1,0.014239625307848058,Low,0.0,1.0,46.243736262011474,25.594108035795216,13.757679492314637,11.83642854348058,18215.810975520642,17915.584375,17615.357774479355,17959.11515625,,48040000.0
2015-04-20,17841.1796875,18092.220703125,17841.1796875,18034.9296875,18034.9296875,103160000,^DJI,Index,18279.784,1.89,13.3,0.011703432406427128,0.011635476935652655,1.0173469689648031,-0.004731919959141795,0,0.00016861810263146815,Low,0.0,1.0,53.17205283922978,29.848823991484096,16.97590839214853,12.872915599335567,18200.61073315506,17910.94833984375,17621.285946532444,17962.1161328125,,151200000.0
2015-04-21,18034.23046875,18109.69921875,17929.630859375,17949.58984375,17949.58984375,95180000,^DJI,Index,18279.784,1.86,13.25,-0.004731919959141795,-0.0047431509357861385,0.9399704716147287,0.004940485452422649,1,0.008944537599331559,Low,0.0,1.0,50.31537412013177,26.03439654660542,18.78760602303991,7.246790523565512,18177.42296938485,17902.62587890625,17627.828788427647,17964.6221484375,,56020000.0
2015-04-22,17950.8203125,18056.01953125,17887.759765625,18038.26953125,18038.26953125,91260000,^DJI,Index,18279.784,1.87,12.71,0.004940485452422649,0.004928321302256277,0.8994500404092173,0.0011320333050586218,1,-0.00015191226465782748,Low,0.0,1.0,53.1331150138844,29.823359841400816,20.99475678671209,8.828603054688724,18181.166074139688,17903.98232421875,17626.79857429781,17970.8033203125,,147280000.0
