Date,Open,High,Low,Close,Adj Close,Volume,ticker,sector,GDP,T10YIE,VIXCLS,returns,log_returns,volume_ratio,is_monday,is_friday,return_1d,direction_1d,return_5d,volatility_regime,gdp_growth,economic_regime,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,SMA_short,SMA_long,OBV
2015-10-16,14.869333267211914,15.36533260345459,14.857999801635742,15.133999824523926,15.133999824523926,65017500,TSLA,Automotive,18435.137,1.48,15.05,0.025755735523108614,0.025429643865455483,0.9691501908898317,0,1,0.00480158072748571,1,-0.07893926763180559,Medium,0.0,1.0,41.22911723474057,-0.5505440357768911,-0.4079147224637796,-0.14262931331311157,18.176972637172128,16.013899850845338,13.850827064518546,16.211359844207763,15.453409943580628,-513358500.0
2015-10-19,15.100000381469727,15.40999984741211,14.996000289916992,15.206666946411133,15.206666946411133,37618500,TSLA,Automotive,18435.137,1.45,14.98,0.00480158072748571,0.004790089906799497,0.5843387249351097,1,0,-0.06606755350432658,0,-0.05629109584702641,Low,0.0,1.0,42.261548668516006,-0.5149311616089562,-0.42931801029281497,-0.08561315131614128,17.952607927439495,15.893566560745239,13.834525194050983,16.19214651107788,15.45633994102478,-475740000.0
2015-10-20,15.1813325881958,15.239999771118164,13.466667175292969,14.20199966430664,14.20199966430664,223500000,TSLA,Automotive,18435.137,1.48,15.75,-0.06606755350432658,-0.06835117046145145,3.0698609703233037,0,0,-0.013800880426347861,0,-0.012580416329010524,Medium,0.0,1.0,33.49948957762178,-0.5613055743049884,-0.45571552309524965,-0.10559005120973874,17.797468616362913,15.733866548538208,13.670264480713502,16.15466650009155,15.45731994152069,-699240000.0
2015-10-21,14.13266658782959,14.320667266845703,13.920000076293945,14.005999565124512,14.005999565124512,62272500,TSLA,Automotive,18435.137,1.45,16.7,-0.013800880426347861,-0.013896997938755871,0.8418885965312527,0,0,0.0077586303749297425,1,0.013660843687899327,Medium,0.0,1.0,32.10118879397229,-0.6068774944511084,-0.48594791736642146,-0.12092957708468693,17.609015614118142,15.56396656036377,13.518917506609396,16.118293151855468,15.456923274993896,-761512500.0
2015-10-22,14.104000091552734,14.383333206176758,13.960000038146973,14.114666938781738,14.114666938781738,42378000,TSLA,Automotive,18435.137,1.47,14.45,0.0077586303749297425,0.007728686982366763,0.576568486895475,0,0,-0.01242211222596079,0,-0.00042505892278810187,Low,0.0,1.0,33.75224233620503,-0.6269973850493322,-0.5141578109030036,-0.11283957414632861,17.31692645090385,15.392633295059204,13.468340139214558,16.083026485443114,15.457179946899414,-719134500.0
2015-10-23,14.333333015441895,14.356666564941406,13.845999717712402,13.939332962036133,13.939332962036133,63532500,TSLA,Automotive,18435.137,1.51,14.46,-0.01242211222596079,-0.012499911621996889,0.8603266621031742,0,1,0.02950887527409196,1,-0.01033048380420687,Low,0.0,1.0,32.38394544108078,-0.6496023187336366,-0.5412467124691303,-0.10835560626450635,17.083057814628695,15.233233308792114,13.383408802955532,16.038466472625732,15.456669945716857,-782667000.0
2015-10-26,14.092000007629395,14.392000198364258,14.0,14.350666999816895,14.350666999816895,50871000,TSLA,Automotive,18435.137,1.48,15.29,0.02950887527409196,0.029081868404439975,0.6995974333929156,1,0,-0.022809699646425874,0,-0.006828921105559549,Medium,0.0,1.0,38.66587593995767,-0.6270968897603844,-0.5584167479273812,-0.0686801418330032,16.904691078637192,15.12266664505005,13.340642211462907,16.001279830932617,15.45953661441803,-731796000.0
2015-10-27,14.322667121887207,14.473333358764648,13.833999633789062,14.023332595825195,14.023332595825195,52791000,TSLA,Automotive,18435.137,1.48,15.43,-0.022809699646425874,-0.02307386560608883,0.7273809511507289,0,0,0.012407945034625278,1,-0.009507886345228256,Medium,0.0,1.0,35.81432119447155,-0.6284301740483649,-0.572419433151578,-0.056010740896786926,16.736579433728124,15.001666641235351,13.266753848742578,15.94175983428955,15.462249941825867,-784587000.0
2015-10-28,14.087332725524902,14.229999542236328,13.886667251586914,14.197333335876465,14.197333335876465,40929000,TSLA,Automotive,18435.137,1.47,14.33,0.012407945034625278,0.012331597380900512,0.5770656278385629,0,0,-0.006245254663083899,0,0.08766907304186478,Low,0.0,1.0,38.41434629961349,-0.6084327716596629,-0.579622100853195,-0.02881067080646793,16.495305855853907,14.883533334732055,13.271760813610204,15.878079853057862,15.465153274536133,-743658000.0
2015-10-29,14.116666793823242,14.25,14.042667388916016,14.108667373657227,14.108667373657227,27075000,TSLA,Automotive,18435.137,1.52,14.61,-0.006245254663083899,-0.006264837843194175,0.39324575899154796,0,0,-0.022208650663342766,0,0.09516601651614409,Low,0.0,1.0,37.578983839854736,-0.5929046525673787,-0.5822786111960317,-0.010626041371346928,16.35035525627064,14.789366722106934,13.228378187943228,15.819919872283936,15.471466612815856,-770733000.0
2015-10-30,14.026666641235352,14.108667373657227,13.592666625976562,13.795332908630371,13.795332908630371,66583500,TSLA,Automotive,18435.137,1.53,15.07,-0.022208650663342766,-0.022458975944985506,0.966922616130262,0,1,0.03315139413174362,1,0.12289188276483531,Medium,0.0,1.0,34.706679269391245,-0.5989773410577008,-0.5856183571683656,-0.013358983889335208,16.05833929317096,14.653900003433227,13.249460713695495,15.772919883728028,15.476486611366273,-837316500.0
2015-11-02,13.928000450134277,14.386667251586914,13.814666748046875,14.252667427062988,14.252667427062988,58918500,TSLA,Automotive,18435.137,1.55,14.15,0.03315139413174362,0.03261373712572758,0.8533996719281284,1,0,-0.025445558566223325,0,0.05397816862557092,Low,0.0,1.0,41.709798371952125,-0.5604266671388825,-0.580580019162469,0.02015335202358659,15.704191001439941,14.546033382415771,13.387875763391602,15.75027988433838,15.48339328289032,-778398000.0
2015-11-03,14.256667137145996,14.295999526977539,13.850000381469727,13.890000343322754,13.890000343322754,124987500,TSLA,Automotive,18435.137,1.58,14.54,-0.025445558566223325,-0.025774895577753698,1.7512555130658478,0,0,0.11173506172895453,1,0.039116849543496146,Low,0.0,1.0,38.20988475896918,-0.5527672265363073,-0.5750174606372367,0.02225023410092941,15.382965527851301,14.435666704177857,13.488367880504413,15.73625322341919,15.488866620063781,-903385500.0
2015-11-04,15.133333206176758,15.515999794006348,15.013333320617676,15.442000389099121,15.442000389099121,190896000,TSLA,Automotive,18435.137,1.57,15.51,0.11173506172895453,0.1059219136005671,2.5182665546680756,0,0,0.0006043683865557536,1,-0.05418126147974156,Medium,0.0,1.0,55.441273424943255,-0.4166606272383273,-0.5433460939574548,0.1266854667191275,15.377125991015733,14.434566736221313,13.492007481426894,15.75171989440918,15.500553288459777,-712489500.0
2015-11-05,15.371999740600586,15.638667106628418,15.279333114624023,15.451333045959473,15.451333045959473,67452000,TSLA,Automotive,18435.137,1.55,15.05,0.0006043683865557536,0.0006041858295331785,0.9044584321822111,0,0,0.0025456895572166793,1,-0.0812443135516785,Medium,0.0,1.0,55.521598048739385,-0.30453164801329,-0.4955832047686219,0.19105155675533186,15.452169743729778,14.4514000415802,13.450630339430623,15.760959892272949,15.510603289604187,-645037500.0
2015-11-06,15.380000114440918,15.557332992553711,15.300000190734863,15.490667343139648,15.490667343139648,36679500,TSLA,Automotive,18435.137,1.59,14.33,0.0025456895572166793,0.002542454778221519,0.5109106256372541,0,1,-0.030254799225420848,0,-0.10832331577228105,Low,0.0,1.0,55.88257285042416,-0.21007308334097274,-0.4384811804830921,0.22840809714211935,15.5847635251044,14.490300035476684,13.395836545848969,15.746786575317383,15.52095995903015,-608358000.0
2015-11-09,15.53266716003418,15.53266716003418,14.954000473022461,15.022000312805176,15.022000312805176,57763500,TSLA,Automotive,18435.137,1.6,16.52,-0.030254799225420848,-0.030721921604877106,0.8044680366584568,1,0,-0.0391869859962497,0,-0.04890612186906196,Medium,0.0,1.0,50.61198811070289,-0.17105963385696654,-0.38499687115786696,0.21393723730090042,15.639656083329367,14.522800064086914,13.40594404484446,15.715919933319093,15.52721995830536,-666121500.0
2015-11-10,14.898667335510254,14.91333293914795,14.405332565307617,14.433333396911621,14.433333396911621,69255000,TSLA,Automotive,18435.137,1.55,15.29,-0.0391869859962497,-0.039975463341660966,0.9701281632387194,0,0,0.011916854312549408,1,-0.011547300010367079,Medium,0.0,1.0,44.88561670249052,-0.1855033275934037,-0.3450981624449743,0.1595948348515706,15.630266691564442,14.513633394241333,13.397000096918225,15.672506599426269,15.530726623535156,-735376500.0
2015-11-11,14.517999649047852,14.631999969482422,14.241999626159668,14.60533332824707,14.60533332824707,50217000,TSLA,Automotive,18435.137,1.55,16.06,0.011916854312549408,0.011846407719766909,0.7016484904120126,0,0,-0.028026284636262333,0,0.009083434444663308,Medium,0.0,1.0,46.78032207147497,-0.18098482158131013,-0.3122754942722415,0.13129067269093136,15.637986111775598,14.520966720581054,13.40394732938651,15.646439933776856,15.537296624183655,-685159500.0
2015-11-12,14.523332595825195,14.600000381469727,14.177332878112793,14.196000099182129,14.196000099182129,43738500,TSLA,Automotive,18435.137,1.54,18.37,-0.028026284636262333,-0.02842651669418848,0.6106699169829023,0,0,-0.02700290247242554,0,0.04160797173910202,Medium,0.0,1.0,42.992393596414324,-0.2080355394564286,-0.29142750330907896,0.08339196385265035,15.613280322712285,14.49306674003601,13.372853157359735,15.600106601715089,15.539876623153686,-728898000.0
2015-11-13,14.196666717529297,14.199333190917969,13.767999649047852,13.812666893005371,13.812666893005371,51454500,TSLA,Automotive,18435.137,1.52,20.08,-0.02700290247242554,-0.02737417981437927,0.7252664539686365,0,1,0.03436451812394292,1,0.061875506218019405,Medium,0.0,1.0,39.74658776330407,-0.25743763356122074,-0.2846295293595073,0.02719189579828657,15.544071716169606,14.427000093460084,13.309928470750561,15.548933296203613,15.541073293685914,-780352500.0
2015-11-16,13.739333152770996,14.331999778747559,13.720000267028809,14.287332534790039,14.287332534790039,43881000,TSLA,Automotive,18435.137,1.51,18.16,0.03436451812394292,0.033787245996180895,0.615797843844495,1,0,-0.0014463979691021756,0,0.016051619900310676,Medium,0.0,1.0,45.257823761663566,-0.25534415029797763,-0.27877245354720137,0.023428303249223736,15.440147426099843,14.381033372879028,13.321919319658212,15.512106590270996,15.542196621894837,-736471500.0
2015-11-17,14.346667289733887,14.399999618530273,14.09333324432373,14.266667366027832,14.266667366027832,32230500,TSLA,Automotive,18435.137,1.53,18.84,-0.0014463979691021756,-0.0014474450123940017,0.5224141871422945,0,0,0.033037326654939525,1,0.019859776459196787,Medium,0.0,1.0,45.06456535647625,-0.2524425555024177,-0.2735064739382446,0.021063918435826945,15.441568068640974,14.384266757965088,13.326965447289203,15.466546611785889,15.540743293762207,-768702000.0
2015-11-18,14.300000190734863,14.7586669921875,14.168000221252441,14.73799991607666,14.73799991607666,42178500,TSLA,Automotive,18435.137,1.56,16.85,0.033037326654939525,0.032503323710174184,0.6949758282172198,0,0,0.0033021410176179433,1,0.0387659746757989,Medium,0.0,1.0,50.279548926143775,-0.20969321022561793,-0.2607438211957193,0.051050610970101384,15.473927092879478,14.420866775512696,13.367806458145914,15.429426612854003,15.541583294868468,-726523500.0
2015-11-19,14.702667236328125,15.079333305358887,14.686667442321777,14.786666870117188,14.786666870117188,37566000,TSLA,Automotive,18435.137,1.56,16.99,0.0033021410176179433,0.003296700922651906,0.621439205955335,0,0,-0.008070393546729338,0,0.04422905364895224,Medium,0.0,1.0,50.798906596050756,-0.1699282030884195,-0.24258069757425937,0.07265249448583988,15.509184965141102,14.454466772079467,13.399748579017832,15.393853302001952,15.541853294372558,-688957500.0
2015-11-20,14.899333000183105,15.0,14.238666534423828,14.667332649230957,14.667332649230957,66010500,TSLA,Automotive,18435.137,1.6,15.47,-0.008070393546729338,-0.00810313545175424,1.0897515266476157,0,1,-0.010272166508136338,0,0.04658886294651299,Medium,0.0,1.0,49.43531500185946,-0.14635631821585626,-0.22333582170257876,0.0769795034867225,15.521944076144568,14.490866756439209,13.45978943673385,15.353546619415283,15.542736620903016,-754968000.0
2015-11-23,14.489999771118164,14.612000465393066,14.312000274658203,14.516667366027832,14.516667366027832,37893000,TSLA,Automotive,18435.137,1.61,15.62,-0.010272166508136338,-0.010325289314524337,0.6323404255319149,1,0,0.0022961761034103745,1,0.08927665656998252,Medium,0.0,1.0,47.69458312780278,-0.138239321967621,-0.20631652175558723,0.06807719978796622,15.528266778604875,14.499166774749757,13.470066770894638,15.306293296813966,15.542826623916627,-792861000.0
2015-11-24,14.357999801635742,14.733332633972168,14.333333015441895,14.550000190734863,14.550000190734863,37204500,TSLA,Automotive,18435.137,1.62,15.93,0.0022961761034103745,0.00229354391959643,0.6290316240367533,0,0,0.052187810783939304,1,0.06295528525971505,Medium,0.0,1.0,48.12975069553404,-0.12764544633248853,-0.1905823066709675,0.06293686033847898,15.531236802156497,14.525500154495239,13.51976350683398,15.259199962615966,15.543479957580566,-755656500.0
2015-11-25,14.755999565124512,15.388667106628418,14.692000389099121,15.309332847595215,15.309332847595215,59862000,TSLA,Automotive,18435.137,1.61,15.19,0.052187810783939304,0.05087162574256423,0.9961671478013208,0,0,0.008578708564050963,1,0.013368779254268937,Medium,0.0,1.0,56.922168704469804,-0.05731720708154597,-0.16392928675308321,0.10661207967153724,15.630138175766024,14.581100130081177,13.53206208439633,15.215719947814941,15.549093284606933,-695794500.0
2015-11-27,15.404000282287598,15.483332633972168,15.133999824523926,15.440667152404785,15.440667152404785,29241000,TSLA,Automotive,18435.137,1.6,15.12,0.008578708564050963,0.008542120546783584,0.485725854175102,0,1,-0.005828773569144241,0,-0.005310637030006005,Medium,0.0,1.0,58.240651570343935,0.008913263451228559,-0.12936077671222085,0.1382740401634494,15.736677225524126,14.647700119018555,13.558723012512985,15.17510663986206,15.558669953346252,-666553500.0
2015-11-30,15.452667236328125,15.618666648864746,15.272000312805176,15.350666999816895,15.350666999816895,39897000,TSLA,Automotive,18435.137,1.59,16.13,-0.005828773569144241,-0.005845827169811036,0.677756203464461,1,0,0.03009640513952827,1,0.003778312102110659,Medium,0.0,1.0,56.954192111219285,0.053522158238257234,-0.09278418972212524,0.14630634796038247,15.78150044613545,14.72546682357788,13.669433201020311,15.134626655578613,15.567499952316284,-706450500.0
2015-12-01,15.404000282287598,15.866666793823242,15.403332710266113,15.812666893005371,15.812666893005371,56010000,TSLA,Automotive,18435.137,1.57,14.67,0.03009640513952827,0.02965239508444062,0.953834560537458,0,0,-0.021923391675773063,0,-0.04414182370036446,Low,0.0,1.0,61.638532108205546,0.12471690024041493,-0.04928397172961721,0.17400087197003214,15.935970206564491,14.803466796875,13.670963387185509,15.098613338470459,15.578446621894836,-650440500.0
2015-12-02,15.800000190734863,15.90666675567627,15.415332794189453,15.465999603271484,15.465999603271484,44722500,TSLA,Automotive,18435.137,1.56,15.91,-0.021923391675773063,-0.02216728039521691,0.8174820237581142,0,0,0.0031036038358105422,1,-0.032199612314669834,Medium,0.0,1.0,56.6563266528309,0.15142061060247336,-0.009143055263199099,0.16056366586567244,15.967914947750074,14.882266759872437,13.796618571994799,15.060013332366943,15.587623286247254,-695163000.0
2015-12-03,15.6986665725708,15.829999923706055,15.333333015441895,15.513999938964844,15.513999938964844,44094000,TSLA,Automotive,18435.137,1.61,18.11,0.0031036038358105422,0.0030987975992940553,0.9308909426869991,0,0,-0.010012412396463,0,-0.02423619993793802,Medium,0.0,1.0,57.172514781074916,0.17444581660409852,0.027574719110260427,0.1468710974938381,15.97936441146749,14.885866737365722,13.792369063263955,15.022213344573975,15.594623284339905,-651069000.0
