Date,Open,High,Low,Close,Adj Close,Volume,ticker,sector,GDP,T10YIE,VIXCLS,returns,log_returns,volume_ratio,return_1d,direction_1d,return_5d,volatility_regime,gdp_growth,economic_regime,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,SMA_short,SMA_long,OBV
2015-01-02,2058.89990234375,2072.360107421875,2046.0400390625,2058.199951171875,2058.199951171875,2708700000,^GSPC,Index,18063.529,1.71,17.79,,,,-0.018278105145113743,0,-0.006505632540949824,Medium,,1.0,,,,,,,,,,2708700000.0
2015-01-05,2054.43994140625,2054.43994140625,2017.3399658203125,2020.5799560546875,2020.5799560546875,3799120000,^GSPC,Index,18063.529,1.64,19.92,-0.018278105145113743,-0.01844721353258727,,-0.008893471722946522,0,0.0038009155183016397,Medium,0.0,1.0,,,,,,,,,,-1090420000.0
2015-01-06,2022.1500244140625,2030.25,1992.43994140625,2002.6099853515625,2002.6099853515625,4460110000,^GSPC,Index,18063.529,1.56,21.12,-0.008893471722946522,-0.00893325469070017,,0.01162984267174294,1,0.010196715333828488,Medium,0.0,1.0,,,,,,,,,,-5550530000.0
2015-01-07,2005.550048828125,2029.6099853515625,2005.550048828125,2025.9000244140625,2025.9000244140625,3805480000,^GSPC,Index,18063.529,1.57,19.31,0.01162984267174294,0.011562735844876304,,0.017888280629516196,1,-0.007221484133721701,Medium,0.0,1.0,,,,,,,,,,-1745050000.0
2015-01-08,2030.6099853515625,2064.080078125,2030.6099853515625,2062.139892578125,2062.139892578125,3934010000,^GSPC,Index,18063.529,1.62,17.01,0.017888280629516196,0.01773016812715569,,-0.008403811034715436,0,-0.033688232734763734,Medium,0.0,1.0,,,,,,,,,,2188960000.0
2015-01-09,2063.449951171875,2064.429931640625,2038.3299560546875,2044.81005859375,2044.81005859375,3364140000,^GSPC,Index,18063.529,1.62,17.55,-0.008403811034715436,-0.008439322147078786,,-0.008093685160912578,0,-0.012416808368938992,Medium,0.0,1.0,,,,,,,,,,-1175180000.0
2015-01-12,2046.1300048828125,2049.300048828125,2022.5799560546875,2028.260009765625,2028.260009765625,3456460000,^GSPC,Index,18063.529,1.57,19.6,-0.008093685160912578,-0.008126616843470486,,-0.0025785552362955766,0,-0.002815201655610111,Medium,0.0,1.0,,,,,,,,,,-4631640000.0
2015-01-13,2031.5799560546875,2056.929931640625,2008.25,2023.030029296875,2023.030029296875,4107300000,^GSPC,Index,18063.529,1.54,20.56,-0.0025785552362955766,-0.0025818854358163217,,-0.005813067327385291,0,0.004493243149471082,Medium,0.0,1.0,,,,,,,,,,-8738940000.0
2015-01-14,2018.4000244140625,2018.4000244140625,1988.43994140625,2011.27001953125,2011.27001953125,4378680000,^GSPC,Index,18063.529,1.57,21.48,-0.005813067327385291,-0.00583002896797565,,-0.009247875921837956,0,0.025794588647322092,Medium,0.0,1.0,,,,,,,,,,-13117620000.0
2015-01-15,2013.75,2021.3499755859375,1991.469970703125,1992.6700439453125,1992.6700439453125,4276720000,^GSPC,Index,18063.529,1.58,22.39,-0.009247875921837956,-0.009290903004567546,,0.013424199395820402,1,0.029683802691664152,Medium,0.0,1.0,,,,,,,,,,-17394340000.0
2015-01-16,1992.25,2020.4599609375,1988.1199951171875,2019.4200439453125,2019.4200439453125,4056410000,^GSPC,Index,18063.529,1.6,20.95,0.013424199395820402,0.013334893186267299,,0.0015499523698385698,1,0.01865389226885017,Medium,0.0,1.0,,,,,,,,,,-13337930000.0
2015-01-20,2020.760009765625,2028.93994140625,2004.489990234375,2022.550048828125,2022.550048828125,3944340000,^GSPC,Index,18063.529,1.59,19.89,0.0015499523698385698,0.001548752433400387,,0.004731623968765364,1,0.003460977395370657,Medium,0.0,1.0,,,,,,,,,,-9393590000.0
2015-01-21,2020.18994140625,2038.2900390625,2012.0400390625,2032.1199951171875,2032.1199951171875,3730070000,^GSPC,Index,18063.529,1.61,18.85,0.004731623968765364,0.004720465022189361,,0.015269721916580492,1,-0.014743204638253848,Medium,0.0,1.0,,,,,,,,,,-5663520000.0
2015-01-22,2034.300048828125,2064.6201171875,2026.3800048828125,2063.14990234375,2063.14990234375,4176050000,^GSPC,Index,18063.529,1.61,16.4,0.015269721916580492,0.015154313070630327,,-0.005491522439307173,0,-0.020308704809161693,Medium,0.0,1.0,,,,,,,,,,-1487470000.0
2015-01-23,2062.97998046875,2062.97998046875,2050.5400390625,2051.820068359375,2051.820068359375,3573560000,^GSPC,Index,18063.529,1.6,16.66,-0.005491522439307173,-0.005506656279301935,,0.002568460857030219,1,-0.027697398520154404,Medium,0.0,1.0,53.84571027647621,,,,,,,,,-5061030000.0
2015-01-26,2050.419921875,2057.6201171875,2040.969970703125,2057.090087890625,2057.090087890625,3465760000,^GSPC,Index,18063.529,1.61,15.52,0.002568460857030219,0.0025651679986232745,,-0.013387862410411011,0,-0.017617173170013545,Medium,0.0,1.0,55.4112521381142,,,,,,,,,-1595270000.0
2015-01-27,2047.8599853515625,2047.8599853515625,2019.9100341796875,2029.550048828125,2029.550048828125,3329810000,^GSPC,Index,18063.529,1.66,17.22,-0.013387862410411011,-0.013478287815857576,,-0.013495609366348305,0,0.010090896985060827,Medium,0.0,1.0,46.52916752726548,,,,,,,,,-4925080000.0
2015-01-28,2032.3399658203125,2042.489990234375,2001.489990234375,2002.1600341796875,2002.1600341796875,4067530000,^GSPC,Index,18063.529,1.61,20.44,-0.013495609366348305,-0.01358750281102202,,0.009534685287099887,1,0.0196537613947827,Medium,0.0,1.0,39.7113685490736,,,,,,,,,-8992610000.0
2015-01-29,2002.449951171875,2024.6400146484375,1989.1800537109375,2021.25,2021.25,4127140000,^GSPC,Index,18063.529,1.62,18.76,0.009534685287099887,0.00948951705826357,,-0.012991965252009852,0,0.020418067795299866,Medium,0.0,1.0,45.6849732109593,,,,,,,,,-4865470000.0
