observation_date,GDP,T10YIE,VIXCLS
2014-01-02,17197.738,2.26,14.23
2014-01-03,17197.738,2.26,13.76
2014-01-06,17197.738,2.26,13.55
2014-01-07,17197.738,2.26,12.92
2014-01-08,17197.738,2.29,12.87
2014-01-09,17197.738,2.31,12.89
2014-01-10,17197.738,2.29,12.14
2014-01-13,17197.738,2.27,13.28
2014-01-14,17197.738,2.26,12.28
2014-01-15,17197.738,2.28,12.28
2014-01-16,17197.738,2.25,12.53
2014-01-17,17197.738,2.26,12.44
2014-01-21,17197.738,2.26,12.87
2014-01-22,17197.738,2.25,12.84
2014-01-23,17197.738,2.13,13.77
2014-01-24,17197.738,2.14,18.14
2014-01-27,17197.738,2.14,17.42
2014-01-28,17197.738,2.15,15.8
2014-01-29,17197.738,2.14,17.35
2014-01-30,17197.738,2.15,17.29
2014-01-31,17197.738,2.14,18.41
2014-02-03,17197.738,2.14,21.44
2014-02-04,17197.738,2.13,19.11
2014-02-05,17197.738,2.14,19.95
2014-02-06,17197.738,2.16,17.23
2014-02-07,17197.738,2.18,15.29
2014-02-10,17197.738,2.19,15.26
2014-02-11,17197.738,2.19,14.51
2014-02-12,17197.738,2.21,14.3
2014-02-13,17197.738,2.17,14.14
2014-02-14,17197.738,2.16,13.57
2014-02-18,17197.738,2.14,13.87
2014-02-19,17197.738,2.13,15.5
2014-02-20,17197.738,2.13,14.79
2014-02-21,17197.738,2.12,14.68
2014-02-24,17197.738,2.16,14.23
2014-02-25,17197.738,2.15,13.67
2014-02-26,17197.738,2.16,14.35
2014-02-27,17197.738,2.16,14.04
2014-02-28,17197.738,2.17,14.0
2014-03-03,17197.738,2.16,16.0
2014-03-04,17197.738,2.18,14.1
2014-03-05,17197.738,2.18,13.89
2014-03-06,17197.738,2.21,14.21
2014-03-07,17197.738,2.23,14.11
2014-03-10,17197.738,2.22,14.2
2014-03-11,17197.738,2.2,14.8
2014-03-12,17197.738,2.19,14.47
2014-03-13,17197.738,2.17,16.22
2014-03-14,17197.738,2.17,17.82
2014-03-17,17197.738,2.18,15.64
2014-03-18,17197.738,2.18,14.52
2014-03-19,17197.738,2.16,15.12
2014-03-20,17197.738,2.13,14.52
2014-03-21,17197.738,2.14,15.0
2014-03-24,17197.738,2.15,15.09
2014-03-25,17197.738,2.14,14.02
2014-03-26,17197.738,2.14,14.93
2014-03-27,17197.738,2.13,14.62
2014-03-28,17197.738,2.13,14.41
2014-03-31,17197.738,2.13,13.88
2014-04-01,17518.508,2.14,13.1
2014-04-02,17518.508,2.14,13.09
2014-04-03,17518.508,2.14,13.37
2014-04-04,17518.508,2.13,13.96
2014-04-07,17518.508,2.12,15.57
2014-04-08,17518.508,2.11,14.89
2014-04-09,17518.508,2.14,13.82
2014-04-10,17518.508,2.14,15.89
2014-04-11,17518.508,2.13,17.03
2014-04-14,17518.508,2.13,16.11
2014-04-15,17518.508,2.14,15.61
2014-04-16,17518.508,2.17,14.18
2014-04-17,17518.508,2.21,13.36
2014-04-21,17518.508,2.2,13.25
2014-04-22,17518.508,2.21,13.19
2014-04-23,17518.508,2.21,13.27
2014-04-24,17518.508,2.21,13.32
2014-04-25,17518.508,2.2,14.06
2014-04-28,17518.508,2.18,13.97
2014-04-29,17518.508,2.18,13.71
2014-04-30,17518.508,2.18,13.41
2014-05-01,17518.508,2.2,13.25
2014-05-02,17518.508,2.19,12.91
2014-05-05,17518.508,2.18,13.29
2014-05-06,17518.508,2.16,13.8
2014-05-07,17518.508,2.2,13.4
2014-05-08,17518.508,2.19,13.43
2014-05-09,17518.508,2.18,12.92
2014-05-12,17518.508,2.18,12.23
2014-05-13,17518.508,2.16,12.13
2014-05-14,17518.508,2.17,12.17
2014-05-15,17518.508,2.19,13.17
2014-05-16,17518.508,2.18,12.44
2014-05-19,17518.508,2.17,12.42
2014-05-20,17518.508,2.17,12.96
2014-05-21,17518.508,2.18,11.91
2014-05-22,17518.508,2.21,12.03
2014-05-23,17518.508,2.22,11.36
2014-05-27,17518.508,2.21,11.51
2014-05-28,17518.508,2.22,11.68
2014-05-29,17518.508,2.23,11.57
2014-05-30,17518.508,2.22,11.4
2014-06-02,17518.508,2.22,11.58
2014-06-03,17518.508,2.19,11.87
2014-06-04,17518.508,2.17,12.08
2014-06-05,17518.508,2.18,11.68
2014-06-06,17518.508,2.2,10.73
2014-06-09,17518.508,2.21,11.15
2014-06-10,17518.508,2.21,10.99
2014-06-11,17518.508,2.22,11.6
2014-06-12,17518.508,2.19,12.56
2014-06-13,17518.508,2.19,12.18
2014-06-16,17518.508,2.2,12.65
2014-06-17,17518.508,2.23,12.06
2014-06-18,17518.508,2.23,10.61
2014-06-19,17518.508,2.25,10.62
2014-06-20,17518.508,2.28,10.85
2014-06-23,17518.508,2.28,10.98
2014-06-24,17518.508,2.28,12.13
2014-06-25,17518.508,2.28,11.59
2014-06-26,17518.508,2.27,11.63
2014-06-27,17518.508,2.27,11.26
2014-06-30,17518.508,2.26,11.57
2014-07-01,17804.228,2.26,11.15
2014-07-02,17804.228,2.26,10.82
2014-07-03,17804.228,2.28,10.32
2014-07-07,17804.228,2.27,11.33
2014-07-08,17804.228,2.27,11.98
2014-07-09,17804.228,2.29,11.65
2014-07-10,17804.228,2.28,12.59
2014-07-11,17804.228,2.28,12.08
2014-07-14,17804.228,2.27,11.82
2014-07-15,17804.228,2.25,11.96
2014-07-16,17804.228,2.23,11.0
2014-07-17,17804.228,2.23,14.54
2014-07-18,17804.228,2.24,12.06
2014-07-21,17804.228,2.24,12.81
2014-07-22,17804.228,2.23,12.24
2014-07-23,17804.228,2.23,11.52
2014-07-24,17804.228,2.27,11.84
2014-07-25,17804.228,2.28,12.69
2014-07-28,17804.228,2.28,12.56
2014-07-29,17804.228,2.27,13.28
2014-07-30,17804.228,2.28,13.33
2014-07-31,17804.228,2.29,16.95
2014-08-01,17804.228,2.27,17.03
2014-08-04,17804.228,2.25,15.12
2014-08-05,17804.228,2.24,16.87
2014-08-06,17804.228,2.25,16.37
2014-08-07,17804.228,2.24,16.66
2014-08-08,17804.228,2.25,15.77
2014-08-11,17804.228,2.25,14.23
2014-08-12,17804.228,2.24,14.13
2014-08-13,17804.228,2.23,12.9
2014-08-14,17804.228,2.21,12.42
2014-08-15,17804.228,2.18,13.15
2014-08-18,17804.228,2.18,12.32
2014-08-19,17804.228,2.17,12.21
2014-08-20,17804.228,2.17,11.78
2014-08-21,17804.228,2.17,11.76
2014-08-22,17804.228,2.14,11.47
2014-08-25,17804.228,2.15,11.7
2014-08-26,17804.228,2.14,11.63
2014-08-27,17804.228,2.14,11.78
2014-08-28,17804.228,2.13,12.05
2014-08-29,17804.228,2.12,11.98
2014-09-02,17804.228,2.15,12.25
2014-09-03,17804.228,2.17,12.36
2014-09-04,17804.228,2.17,12.64
2014-09-05,17804.228,2.15,12.09
2014-09-08,17804.228,2.13,12.66
2014-09-09,17804.228,2.11,13.5
2014-09-10,17804.228,2.1,12.88
2014-09-11,17804.228,2.12,12.8
2014-09-12,17804.228,2.13,13.31
2014-09-15,17804.228,2.13,14.12
2014-09-16,17804.228,2.12,12.73
2014-09-17,17804.228,2.06,12.65
2014-09-18,17804.228,2.02,12.03
2014-09-19,17804.228,2.03,12.11
2014-09-22,17804.228,1.99,13.69
2014-09-23,17804.228,2.02,14.93
2014-09-24,17804.228,2.03,13.27
2014-09-25,17804.228,2.02,15.64
2014-09-26,17804.228,1.97,14.85
2014-09-29,17804.228,1.95,15.98
2014-09-30,17804.228,1.97,16.31
2014-10-01,17912.079,1.96,16.71
2014-10-02,17912.079,1.95,16.16
2014-10-03,17912.079,1.93,14.55
2014-10-06,17912.079,1.93,15.46
2014-10-07,17912.079,1.92,17.2
2014-10-08,17912.079,1.96,15.11
2014-10-09,17912.079,1.97,18.76
2014-10-10,17912.079,1.96,21.24
2014-10-13,17912.079,,24.64
2014-10-14,17912.079,1.92,22.79
2014-10-15,17912.079,1.86,26.25
2014-10-16,17912.079,1.89,25.2
2014-10-17,17912.079,1.92,21.99
2014-10-20,17912.079,1.91,18.57
2014-10-21,17912.079,1.9,16.08
2014-10-22,17912.079,1.91,17.87
2014-10-23,17912.079,1.91,16.53
2014-10-24,17912.079,1.9,16.11
2014-10-27,17912.079,1.89,16.04
2014-10-28,17912.079,1.91,14.39
2014-10-29,17912.079,1.92,15.15
2014-10-30,17912.079,1.9,14.52
2014-10-31,17912.079,1.92,14.03
2014-11-03,17912.079,1.93,14.73
2014-11-04,17912.079,1.92,14.89
2014-11-05,17912.079,1.93,14.17
2014-11-06,17912.079,1.94,13.67
2014-11-07,17912.079,1.94,13.12
2014-11-10,17912.079,1.94,12.67
2014-11-11,17912.079,,12.92
2014-11-12,17912.079,1.91,13.02
2014-11-13,17912.079,1.88,13.79
2014-11-14,17912.079,1.89,13.31
2014-11-17,17912.079,1.86,13.99
2014-11-18,17912.079,1.84,13.86
2014-11-19,17912.079,1.83,13.96
2014-11-20,17912.079,1.85,13.58
2014-11-21,17912.079,1.86,12.9
2014-11-24,17912.079,1.86,12.62
2014-11-25,17912.079,1.85,12.25
2014-11-26,17912.079,1.82,12.07
2014-11-28,17912.079,1.79,13.33
2014-12-01,17912.079,1.79,14.29
2014-12-02,17912.079,1.77,12.85
2014-12-03,17912.079,1.79,12.47
2014-12-04,17912.079,1.77,12.38
2014-12-05,17912.079,1.75,11.82
2014-12-08,17912.079,1.71,14.21
2014-12-09,17912.079,1.73,14.89
2014-12-10,17912.079,1.71,18.53
2014-12-11,17912.079,1.7,20.08
2014-12-12,17912.079,1.64,21.08
2014-12-15,17912.079,1.62,20.42
2014-12-16,17912.079,1.65,23.57
2014-12-17,17912.079,1.65,19.44
2014-12-18,17912.079,1.65,16.81
2014-12-19,17912.079,1.68,16.49
2014-12-22,17912.079,1.7,15.25
2014-12-23,17912.079,1.7,14.8
2014-12-24,17912.079,1.68,14.37
2014-12-26,17912.079,1.67,14.5
2014-12-29,17912.079,1.65,15.06
2014-12-30,17912.079,1.64,15.92
2014-12-31,17912.079,1.68,19.2
2015-01-02,18063.529,1.71,17.79
2015-01-05,18063.529,1.64,19.92
2015-01-06,18063.529,1.56,21.12
2015-01-07,18063.529,1.57,19.31
2015-01-08,18063.529,1.62,17.01
2015-01-09,18063.529,1.62,17.55
2015-01-12,18063.529,1.57,19.6
2015-01-13,18063.529,1.54,20.56
2015-01-14,18063.529,1.57,21.48
2015-01-15,18063.529,1.58,22.39
2015-01-16,18063.529,1.6,20.95
2015-01-20,18063.529,1.59,19.89
2015-01-21,18063.529,1.61,18.85
2015-01-22,18063.529,1.61,16.4
2015-01-23,18063.529,1.6,16.66
2015-01-26,18063.529,1.61,15.52
2015-01-27,18063.529,1.66,17.22
2015-01-28,18063.529,1.61,20.44
2015-01-29,18063.529,1.62,18.76
2015-01-30,18063.529,1.65,20.97
2015-02-02,18063.529,1.65,19.43
2015-02-03,18063.529,1.7,17.33
2015-02-04,18063.529,1.71,18.33
2015-02-05,18063.529,1.7,16.85
2015-02-06,18063.529,1.71,17.29
2015-02-09,18063.529,1.71,18.55
2015-02-10,18063.529,1.7,17.23
2015-02-11,18063.529,1.68,16.96
2015-02-12,18063.529,1.66,15.34
2015-02-13,18063.529,1.68,14.69
2015-02-17,18063.529,1.71,15.8
2015-02-18,18063.529,1.71,15.45
2015-02-19,18063.529,1.74,15.29
2015-02-20,18063.529,1.75,14.3
2015-02-23,18063.529,1.72,14.56
2015-02-24,18063.529,1.72,13.69
2015-02-25,18063.529,1.72,13.84
2015-02-26,18063.529,1.79,13.91
2015-02-27,18063.529,1.83,13.34
2015-03-02,18063.529,1.83,13.04
2015-03-03,18063.529,1.86,13.86
2015-03-04,18063.529,1.87,14.23
2015-03-05,18063.529,1.84,14.04
2015-03-06,18063.529,1.83,15.2
2015-03-09,18063.529,1.76,15.06
2015-03-10,18063.529,1.73,16.69
2015-03-11,18063.529,1.72,16.87
2015-03-12,18063.529,1.71,15.42
2015-03-13,18063.529,1.69,16.0
2015-03-16,18063.529,1.65,15.61
2015-03-17,18063.529,1.64,15.66
2015-03-18,18063.529,1.7,13.97
2015-03-19,18063.529,1.79,14.07
2015-03-20,18063.529,1.76,13.02
2015-03-23,18063.529,1.75,13.41
2015-03-24,18063.529,1.77,13.62
2015-03-25,18063.529,1.81,15.44
2015-03-26,18063.529,1.8,15.8
2015-03-27,18063.529,1.76,15.07
2015-03-30,18063.529,1.73,14.51
2015-03-31,18063.529,1.76,15.29
2015-04-01,18279.784,1.8,15.11
2015-04-02,18279.784,1.81,14.67
2015-04-03,18279.784,1.83,
2015-04-06,18279.784,1.85,14.74
2015-04-07,18279.784,1.85,14.78
2015-04-08,18279.784,1.84,13.98
2015-04-09,18279.784,1.84,13.09
2015-04-10,18279.784,1.82,12.58
2015-04-13,18279.784,1.8,13.94
2015-04-14,18279.784,1.8,13.67
2015-04-15,18279.784,1.84,12.84
2015-04-16,18279.784,1.85,12.6
2015-04-17,18279.784,1.89,13.89
2015-04-20,18279.784,1.89,13.3
2015-04-21,18279.784,1.86,13.25
2015-04-22,18279.784,1.87,12.71
2015-04-23,18279.784,1.89,12.48
2015-04-24,18279.784,1.89,12.29
2015-04-27,18279.784,1.91,13.12
2015-04-28,18279.784,1.89,12.41
2015-04-29,18279.784,1.92,13.39
2015-04-30,18279.784,1.94,14.55
2015-05-01,18279.784,1.94,12.7
2015-05-04,18279.784,1.92,12.85
2015-05-05,18279.784,1.94,14.31
2015-05-06,18279.784,1.91,15.15
2015-05-07,18279.784,1.88,15.13
2015-05-08,18279.784,1.88,12.86
2015-05-11,18279.784,1.88,13.85
2015-05-12,18279.784,1.88,13.86
2015-05-13,18279.784,1.86,13.76
2015-05-14,18279.784,1.87,12.74
2015-05-15,18279.784,1.83,12.38
2015-05-18,18279.784,1.86,12.73
2015-05-19,18279.784,1.85,12.85
2015-05-20,18279.784,1.88,12.88
2015-05-21,18279.784,1.84,12.11
2015-05-22,18279.784,1.87,12.13
2015-05-26,18279.784,1.82,14.06
2015-05-27,18279.784,1.8,13.27
2015-05-28,18279.784,1.8,13.31
2015-05-29,18279.784,1.8,13.84
2015-06-01,18279.784,1.8,13.97
2015-06-02,18279.784,1.83,14.24
2015-06-03,18279.784,1.83,13.66
2015-06-04,18279.784,1.81,14.71
2015-06-05,18279.784,1.86,14.21
2015-06-08,18279.784,1.85,15.29
2015-06-09,18279.784,1.86,14.47
2015-06-10,18279.784,1.87,13.22
2015-06-11,18279.784,1.83,12.85
2015-06-12,18279.784,1.84,13.78
2015-06-15,18279.784,1.85,15.39
2015-06-16,18279.784,1.88,14.81
2015-06-17,18279.784,1.9,14.5
2015-06-18,18279.784,1.89,13.19
2015-06-19,18279.784,1.86,13.96
2015-06-22,18279.784,1.9,12.74
2015-06-23,18279.784,1.92,12.11
2015-06-24,18279.784,1.9,13.26
2015-06-25,18279.784,1.91,14.01
2015-06-26,18279.784,1.92,14.02
2015-06-29,18279.784,1.87,18.85
2015-06-30,18279.784,1.87,18.23
2015-07-01,18401.626,1.89,16.09
2015-07-02,18401.626,1.91,16.79
2015-07-06,18401.626,1.87,17.01
2015-07-07,18401.626,1.87,16.09
2015-07-08,18401.626,1.83,19.66
2015-07-09,18401.626,1.85,19.97
2015-07-10,18401.626,1.87,16.83
2015-07-13,18401.626,1.86,13.9
2015-07-14,18401.626,1.85,13.37
2015-07-15,18401.626,1.84,13.23
2015-07-16,18401.626,1.84,12.11
2015-07-17,18401.626,1.83,11.95
2015-07-20,18401.626,1.82,12.25
2015-07-21,18401.626,1.82,12.22
2015-07-22,18401.626,1.8,12.12
2015-07-23,18401.626,1.79,12.64
2015-07-24,18401.626,1.76,13.74
2015-07-27,18401.626,1.73,15.6
2015-07-28,18401.626,1.75,13.44
2015-07-29,18401.626,1.77,12.5
2015-07-30,18401.626,1.77,12.13
2015-07-31,18401.626,1.74,12.12
2015-08-03,18401.626,1.7,12.56
2015-08-04,18401.626,1.71,13.0
2015-08-05,18401.626,1.7,12.51
2015-08-06,18401.626,1.67,13.77
2015-08-07,18401.626,1.66,13.39
2015-08-10,18401.626,1.69,12.23
2015-08-11,18401.626,1.66,13.71
2015-08-12,18401.626,1.62,13.61
2015-08-13,18401.626,1.62,13.49
2015-08-14,18401.626,1.62,12.83
2015-08-17,18401.626,1.58,13.02
2015-08-18,18401.626,1.58,13.79
2015-08-19,18401.626,1.57,15.25
2015-08-20,18401.626,1.56,19.14
2015-08-21,18401.626,1.53,28.03
2015-08-24,18401.626,1.49,40.74
2015-08-25,18401.626,1.53,36.02
2015-08-26,18401.626,1.53,30.32
2015-08-27,18401.626,1.58,26.1
2015-08-28,18401.626,1.61,26.05
2015-08-31,18401.626,1.63,28.43
2015-09-01,18401.626,1.57,31.4
2015-09-02,18401.626,1.56,26.09
2015-09-03,18401.626,1.54,25.61
2015-09-04,18401.626,1.51,27.8
2015-09-08,18401.626,1.53,24.9
2015-09-09,18401.626,1.56,26.23
2015-09-10,18401.626,1.59,24.37
2015-09-11,18401.626,1.59,23.2
2015-09-14,18401.626,1.56,24.25
2015-09-15,18401.626,1.56,22.54
2015-09-16,18401.626,1.57,21.35
2015-09-17,18401.626,1.58,21.14
2015-09-18,18401.626,1.55,22.28
2015-09-21,18401.626,1.54,20.14
2015-09-22,18401.626,1.51,22.44
2015-09-23,18401.626,1.52,22.13
2015-09-24,18401.626,1.49,23.47
2015-09-25,18401.626,1.46,23.62
2015-09-28,18401.626,1.39,27.63
2015-09-29,18401.626,1.39,26.83
2015-09-30,18401.626,1.41,24.5
2015-10-01,18435.137,1.46,22.55
2015-10-02,18435.137,1.48,20.94
2015-10-05,18435.137,1.51,19.54
2015-10-06,18435.137,1.52,19.4
2015-10-07,18435.137,1.55,18.4
2015-10-08,18435.137,1.58,17.42
2015-10-09,18435.137,1.54,17.08
2015-10-12,18435.137,,16.17
2015-10-13,18435.137,1.52,17.67
2015-10-14,18435.137,1.49,18.03
2015-10-15,18435.137,1.5,16.05
2015-10-16,18435.137,1.48,15.05
2015-10-19,18435.137,1.45,14.98
2015-10-20,18435.137,1.48,15.75
2015-10-21,18435.137,1.45,16.7
2015-10-22,18435.137,1.47,14.45
2015-10-23,18435.137,1.51,14.46
2015-10-26,18435.137,1.48,15.29
2015-10-27,18435.137,1.48,15.43
2015-10-28,18435.137,1.47,14.33
2015-10-29,18435.137,1.52,14.61
2015-10-30,18435.137,1.53,15.07
2015-11-02,18435.137,1.55,14.15
2015-11-03,18435.137,1.58,14.54
2015-11-04,18435.137,1.57,15.51
2015-11-05,18435.137,1.55,15.05
2015-11-06,18435.137,1.59,14.33
2015-11-09,18435.137,1.6,16.52
2015-11-10,18435.137,1.55,15.29
2015-11-11,18435.137,,16.06
2015-11-12,18435.137,1.54,18.37
2015-11-13,18435.137,1.52,20.08
2015-11-16,18435.137,1.51,18.16
2015-11-17,18435.137,1.53,18.84
2015-11-18,18435.137,1.56,16.85
2015-11-19,18435.137,1.56,16.99
2015-11-20,18435.137,1.6,15.47
2015-11-23,18435.137,1.61,15.62
2015-11-24,18435.137,1.62,15.93
2015-11-25,18435.137,1.61,15.19
2015-11-27,18435.137,1.6,15.12
2015-11-30,18435.137,1.59,16.13
2015-12-01,18435.137,1.57,14.67
2015-12-02,18435.137,1.56,15.91
2015-12-03,18435.137,1.61,18.11
2015-12-04,18435.137,1.6,14.81
2015-12-07,18435.137,1.56,15.84
2015-12-08,18435.137,1.56,17.6
2015-12-09,18435.137,1.53,19.61
2015-12-10,18435.137,1.51,19.34
2015-12-11,18435.137,1.46,24.39
2015-12-14,18435.137,1.45,22.73
2015-12-15,18435.137,1.48,20.95
2015-12-16,18435.137,1.46,17.86
2015-12-17,18435.137,1.47,18.94
2015-12-18,18435.137,1.46,20.7
2015-12-21,18435.137,1.45,18.7
2015-12-22,18435.137,1.46,16.6
2015-12-23,18435.137,1.51,15.57
2015-12-24,18435.137,1.52,15.74
2015-12-28,18435.137,1.5,16.91
2015-12-29,18435.137,1.53,16.08
2015-12-30,18435.137,1.54,17.29
2015-12-31,18435.137,1.54,18.21
2016-01-04,18525.933,1.55,20.7
2016-01-05,18525.933,1.56,19.34
2016-01-06,18525.933,1.53,20.59
2016-01-07,18525.933,1.5,24.99
2016-01-08,18525.933,1.48,27.01
2016-01-11,18525.933,1.45,24.3
2016-01-12,18525.933,1.43,22.47
2016-01-13,18525.933,1.43,25.22
2016-01-14,18525.933,1.43,23.95
2016-01-15,18525.933,1.36,27.02
2016-01-19,18525.933,1.38,26.05
2016-01-20,18525.933,1.32,27.59
2016-01-21,18525.933,1.28,26.69
2016-01-22,18525.933,1.35,22.34
2016-01-25,18525.933,1.34,24.15
2016-01-26,18525.933,1.36,22.5
2016-01-27,18525.933,1.4,23.11
2016-01-28,18525.933,1.42,22.42
2016-01-29,18525.933,1.41,20.2
2016-02-01,18525.933,1.4,19.98
2016-02-02,18525.933,1.36,21.98
2016-02-03,18525.933,1.38,21.65
2016-02-04,18525.933,1.36,21.84
2016-02-05,18525.933,1.33,23.38
2016-02-08,18525.933,1.23,26.0
2016-02-09,18525.933,1.21,26.54
2016-02-10,18525.933,1.21,26.29
2016-02-11,18525.933,1.18,28.14
2016-02-12,18525.933,1.25,25.4
2016-02-16,18525.933,1.25,24.11
2016-02-17,18525.933,1.28,22.31
2016-02-18,18525.933,1.24,21.64
2016-02-19,18525.933,1.26,20.53
2016-02-22,18525.933,1.31,19.38
2016-02-23,18525.933,1.32,20.98
2016-02-24,18525.933,1.36,20.72
2016-02-25,18525.933,1.39,19.11
2016-02-26,18525.933,1.41,19.81
2016-02-29,18525.933,1.42,20.55
2016-03-01,18525.933,1.48,17.7
2016-03-02,18525.933,1.51,17.09
2016-03-03,18525.933,1.53,16.7
2016-03-04,18525.933,1.51,16.86
2016-03-07,18525.933,1.48,17.35
2016-03-08,18525.933,1.46,18.67
2016-03-09,18525.933,1.51,18.34
2016-03-10,18525.933,1.48,18.05
2016-03-11,18525.933,1.54,16.5
2016-03-14,18525.933,1.52,16.92
2016-03-15,18525.933,1.5,16.84
2016-03-16,18525.933,1.58,14.99
2016-03-17,18525.933,1.57,14.44
2016-03-18,18525.933,1.61,14.02
2016-03-21,18525.933,1.64,13.79
2016-03-22,18525.933,1.63,14.17
2016-03-23,18525.933,1.58,14.94
2016-03-24,18525.933,1.57,14.74
2016-03-28,18525.933,1.56,15.24
2016-03-29,18525.933,1.61,13.82
2016-03-30,18525.933,1.65,13.56
2016-03-31,18525.933,1.62,13.95
2016-04-01,18711.702,1.62,13.1
2016-04-04,18711.702,1.64,14.12
2016-04-05,18711.702,1.59,15.42
2016-04-06,18711.702,1.59,14.09
2016-04-07,18711.702,1.58,16.16
2016-04-08,18711.702,1.58,15.36
2016-04-11,18711.702,1.56,16.26
2016-04-12,18711.702,1.57,14.85
2016-04-13,18711.702,1.56,13.84
2016-04-14,18711.702,1.56,13.72
2016-04-15,18711.702,1.56,13.62
2016-04-18,18711.702,1.57,13.35
2016-04-19,18711.702,1.6,13.24
2016-04-20,18711.702,1.62,13.28
2016-04-21,18711.702,1.64,13.95
2016-04-22,18711.702,1.64,13.22
2016-04-25,18711.702,1.65,14.08
2016-04-26,18711.702,1.67,13.96
2016-04-27,18711.702,1.68,13.77
2016-04-28,18711.702,1.72,15.22
2016-04-29,18711.702,1.71,15.7
2016-05-02,18711.702,1.68,14.68
2016-05-03,18711.702,1.64,15.6
2016-05-04,18711.702,1.63,16.05
2016-05-05,18711.702,1.63,15.91
2016-05-06,18711.702,1.61,14.72
2016-05-09,18711.702,1.59,14.57
2016-05-10,18711.702,1.62,13.63
2016-05-11,18711.702,1.59,14.69
2016-05-12,18711.702,1.6,14.41
2016-05-13,18711.702,1.58,15.04
2016-05-16,18711.702,1.6,14.68
2016-05-17,18711.702,1.61,15.57
2016-05-18,18711.702,1.61,15.95
2016-05-19,18711.702,1.56,16.33
2016-05-20,18711.702,1.56,15.2
2016-05-23,18711.702,1.54,15.82
2016-05-24,18711.702,1.55,14.42
2016-05-25,18711.702,1.58,13.9
2016-05-26,18711.702,1.58,13.43
2016-05-27,18711.702,1.58,13.12
2016-05-31,18711.702,1.54,14.19
2016-06-01,18711.702,1.54,14.2
2016-06-02,18711.702,1.54,13.63
2016-06-03,18711.702,1.52,13.47
2016-06-06,18711.702,1.54,13.65
2016-06-07,18711.702,1.57,14.05
2016-06-08,18711.702,1.59,14.08
2016-06-09,18711.702,1.56,14.64
2016-06-10,18711.702,1.52,17.03
2016-06-13,18711.702,1.47,20.97
2016-06-14,18711.702,1.45,20.5
2016-06-15,18711.702,1.47,20.14
2016-06-16,18711.702,1.42,19.37
2016-06-17,18711.702,1.42,19.41
2016-06-20,18711.702,1.43,18.37
2016-06-21,18711.702,1.43,18.48
2016-06-22,18711.702,1.44,21.17
2016-06-23,18711.702,1.5,17.25
2016-06-24,18711.702,1.42,25.76
2016-06-27,18711.702,1.34,23.85
2016-06-28,18711.702,1.37,18.75
2016-06-29,18711.702,1.4,16.64
2016-06-30,18711.702,1.4,15.63
2016-07-01,18892.639,1.43,14.77
2016-07-05,18892.639,1.4,15.58
2016-07-06,18892.639,1.43,14.96
2016-07-07,18892.639,1.43,14.76
2016-07-08,18892.639,1.43,13.2
2016-07-11,18892.639,1.42,13.54
2016-07-12,18892.639,1.46,13.55
2016-07-13,18892.639,1.45,13.04
2016-07-14,18892.639,1.45,12.82
2016-07-15,18892.639,1.49,12.67
2016-07-18,18892.639,1.49,12.44
2016-07-19,18892.639,1.44,11.97
2016-07-20,18892.639,1.46,11.77
2016-07-21,18892.639,1.52,12.74
2016-07-22,18892.639,1.51,12.02
2016-07-25,18892.639,1.5,12.87
2016-07-26,18892.639,1.5,13.05
2016-07-27,18892.639,1.49,12.83
2016-07-28,18892.639,1.52,12.72
2016-07-29,18892.639,1.49,11.87
2016-08-01,18892.639,1.46,12.44
2016-08-02,18892.639,1.44,13.37
2016-08-03,18892.639,1.46,12.86
2016-08-04,18892.639,1.47,12.42
2016-08-05,18892.639,1.5,11.39
2016-08-08,18892.639,1.51,11.5
2016-08-09,18892.639,1.49,11.66
2016-08-10,18892.639,1.44,12.05
2016-08-11,18892.639,1.47,11.68
2016-08-12,18892.639,1.44,11.55
2016-08-15,18892.639,1.45,11.81
2016-08-16,18892.639,1.44,12.64
2016-08-17,18892.639,1.47,12.19
2016-08-18,18892.639,1.47,11.43
2016-08-19,18892.639,1.48,11.34
2016-08-22,18892.639,1.47,12.27
2016-08-23,18892.639,1.48,12.38
2016-08-24,18892.639,1.48,13.45
2016-08-25,18892.639,1.49,13.63
2016-08-26,18892.639,1.47,13.65
2016-08-29,18892.639,1.46,12.94
2016-08-30,18892.639,1.46,13.12
2016-08-31,18892.639,1.47,13.42
2016-09-01,18892.639,1.45,13.48
2016-09-02,18892.639,1.47,11.98
2016-09-06,18892.639,1.49,12.02
2016-09-07,18892.639,1.51,11.94
2016-09-08,18892.639,1.52,12.51
2016-09-09,18892.639,1.5,17.5
2016-09-12,18892.639,1.51,15.16
2016-09-13,18892.639,1.49,17.85
2016-09-14,18892.639,1.49,18.14
2016-09-15,18892.639,1.49,16.3
2016-09-16,18892.639,1.51,15.37
2016-09-19,18892.639,1.5,15.53
2016-09-20,18892.639,1.49,15.92
2016-09-21,18892.639,1.51,13.3
2016-09-22,18892.639,1.55,12.02
2016-09-23,18892.639,1.57,12.29
2016-09-26,18892.639,1.54,14.5
2016-09-27,18892.639,1.52,13.1
2016-09-28,18892.639,1.56,12.39
2016-09-29,18892.639,1.54,14.02
2016-09-30,18892.639,1.6,13.29
2016-10-03,19089.379,1.63,13.57
2016-10-04,19089.379,1.62,13.63
2016-10-05,19089.379,1.62,12.99
2016-10-06,19089.379,1.64,12.84
2016-10-07,19089.379,1.63,13.48
